מחוז טריטוריאלי,חודש קבלה,עיר,יום בשבוע,כמות  אירועים
מחוז חוף,4,קרית טבעון,שבת,1
מחוז חוף,4,קרית טבעון,שישי,1
מחוז חוף,4,קרית ים,חמישי,7
מחוז חוף,4,קרית ים,רביעי,4
מחוז חוף,4,קרית ים,שלישי,5
מחוז חוף,4,קרית ים,שני,3
מחוז חוף,4,קרית ים,ראשון,3
מחוז חוף,4,קרית ים,שבת,8
מחוז חוף,4,קרית ים,שישי,4
מחוז חוף,4,קרית מוצקין,חמישי,6
מחוז חוף,4,קרית מוצקין,רביעי,7
מחוז חוף,4,קרית מוצקין,שלישי,6
מחוז חוף,4,קרית מוצקין,שני,3
מחוז חוף,4,קרית מוצקין,ראשון,8
מחוז חוף,4,קרית מוצקין,שבת,5
מחוז חוף,4,קרית מוצקין,שישי,5
מחוז חוף,4,רכסים,רביעי,1
מחוז חוף,4,רכסים,שלישי,1
מחוז חוף,4,רכסים,שני,1
מחוז חוף,4,רכסים,ראשון,2
מחוז חוף,4,רכסים,שבת,1
מחוז חוף,4,שלומי,רביעי,2
מחוז חוף,4,שלומי,ראשון,1
מחוז חוף,4,שער העמקים,שישי,1
מחוז חוף,4,Total,,749
מחוז חוף,Total,,,978
מחוז דרומי,3,אופקים,רביעי,1
מחוז דרומי,3,אופקים,שלישי,1
מחוז דרומי,3,אופקים,שני,1
מחוז דרומי,3,אופקים,ראשון,3
מחוז דרומי,3,אופקים,שבת,1
מחוז דרומי,3,אילת,חמישי,2
מחוז דרומי,3,אילת,שלישי,4
מחוז דרומי,3,אילת,ראשון,3
מחוז דרומי,3,אילת,שבת,1
מחוז דרומי,3,אילת,שישי,2
מחוז דרומי,3,אשבול,ראשון,1
מחוז דרומי,3,אשדוד,שלישי,3
מחוז דרומי,3,אשדוד,שני,7
מחוז דרומי,3,אשדוד,ראשון,5
מחוז דרומי,3,אשדוד,שבת,8
מחוז דרומי,3,אשקלון,שלישי,4
מחוז דרומי,3,אשקלון,שני,4
מחוז דרומי,3,אשקלון,ראשון,5
מחוז דרומי,3,אשקלון,שבת,6
מחוז דרומי,3,אשקלון,שישי,2
מחוז דרומי,3,באר שבע,חמישי,3
מחוז דרומי,3,באר שבע,רביעי,4
מחוז דרומי,3,באר שבע,שלישי,4
מחוז דרומי,3,באר שבע,שני,11
מחוז דרומי,3,באר שבע,ראשון,5
מחוז דרומי,3,באר שבע,שבת,11
מחוז דרומי,3,באר שבע,שישי,2
מחוז דרומי,3,בארי,שבת,1
מחוז דרומי,3,בני עי''ש,שישי,1
מחוז דרומי,3,גן יבנה,ראשון,1
מחוז דרומי,3,גן יבנה,שישי,1
מחוז דרומי,3,דימונה,חמישי,1
מחוז דרומי,3,דימונה,שלישי,2
מחוז דרומי,3,דימונה,שני,1
מחוז דרומי,3,דימונה,ראשון,2
מחוז דרומי,3,דימונה,שישי,1
מחוז דרומי,3,הוואשלה,שלישי,1
מחוז דרומי,3,הוואשלה,שני,1
מחוז דרומי,3,ירוחם,שבת,1
מחוז דרומי,3,לקיה,שלישי,1
מחוז דרומי,3,מעגלים,ראשון,1
מחוז דרומי,3,מצפה רמון,שבת,1
מחוז דרומי,3,נתיבות,רביעי,2
מחוז דרומי,3,נתיבות,שלישי,1
מחוז דרומי,3,נתיבות,שני,1
מחוז דרומי,3,נתיבות,ראשון,2
מחוז דרומי,3,נתיבות,שבת,2
מחוז דרומי,3,נתיבות,שישי,3
מחוז דרומי,3,עזריקם,רביעי,1
מחוז דרומי,3,ערד,שלישי,1
מחוז דרומי,3,ערד,שבת,1
מחוז דרומי,3,ערערה בנגב,שלישי,1
מחוז דרומי,3,קרית גת,חמישי,1
מחוז דרומי,3,קרית גת,רביעי,2
מחוז דרומי,3,קרית גת,שלישי,3
מחוז דרומי,3,קרית גת,ראשון,2
מחוז דרומי,3,קרית גת,שבת,4
מחוז דרומי,3,קרית גת,שישי,3
מחוז דרומי,3,קרית מלאכי,שלישי,2
מחוז דרומי,3,קרית מלאכי,שני,1
מחוז דרומי,3,קרית מלאכי,שבת,1
מחוז דרומי,3,קרית מלאכי,שישי,1
מחוז דרומי,3,רהט,חמישי,1
מחוז דרומי,3,רהט,שלישי,1
מחוז דרומי,3,רהט,שני,2
מחוז דרומי,3,רהט,ראשון,1
מחוז דרומי,3,שדרות,חמישי,1
מחוז דרומי,3,שדרות,רביעי,1
מחוז דרומי,3,שדרות,שני,1
מחוז דרומי,3,שדרות,שישי,2
מחוז דרומי,3,תל שבע,שבת,1
מחוז דרומי,3,Total,,167
מחוז דרומי,4,א סייד,רביעי,1
מחוז דרומי,4,א סייד,שבת,1
מחוז דרומי,4,א סייד שבט,שישי,1
מחוז דרומי,4,אבו תלול,רביעי,1
מחוז דרומי,4,אופקים,חמישי,3
מחוז דרומי,4,אופקים,רביעי,1
מחוז דרומי,4,אופקים,שלישי,4
מחוז דרומי,4,אופקים,שני,4
מחוז דרומי,4,אופקים,ראשון,2
מחוז דרומי,4,אופקים,שבת,2
מחוז דרומי,4,אופקים,שישי,3
מחוז דרומי,4,אילת,חמישי,5
מחוז דרומי,4,אילת,רביעי,9
מחוז דרומי,4,אילת,שלישי,4
מחוז דרומי,4,אילת,שני,5
מחוז דרומי,4,אילת,ראשון,8
מחוז דרומי,4,אילת,שבת,3
מחוז דרומי,4,אילת,שישי,7
מחוז דרומי,4,אשדוד,חמישי,12
מחוז דרומי,4,אשדוד,רביעי,8
מחוז דרומי,4,אשדוד,שלישי,12
מחוז דרומי,4,אשדוד,שני,13
מחוז דרומי,4,אשדוד,ראשון,8
מחוז דרומי,4,אשדוד,שבת,8
מחוז דרומי,4,אשדוד,שישי,9
מחוז דרומי,4,אשקלון,חמישי,14
מחוז דרומי,4,אשקלון,רביעי,10
מחוז דרומי,4,אשקלון,שלישי,11
מחוז דרומי,4,אשקלון,שני,6
מחוז דרומי,4,אשקלון,ראשון,7
מחוז דרומי,4,אשקלון,שבת,10
מחוז דרומי,4,אשקלון,שישי,6
מחוז דרומי,4,באר שבע,חמישי,24
מחוז דרומי,4,באר שבע,רביעי,18
מחוז דרומי,4,באר שבע,שלישי,18
מחוז דרומי,4,באר שבע,שני,17
מחוז דרומי,4,באר שבע,ראשון,7
מחוז דרומי,4,באר שבע,שבת,13
מחוז דרומי,4,באר שבע,שישי,15
מחוז דרומי,4,ביר הדאג',ראשון,1
מחוז דרומי,4,ביר הדאג',שישי,1
מחוז דרומי,4,בית עזרא,שישי,1
מחוז דרומי,4,בני עי''ש,חמישי,2
מחוז דרומי,4,בני עי''ש,שבת,1
מחוז דרומי,4,בני עי''ש,שישי,1
מחוז דרומי,4,גבעתי,חמישי,1
מחוז דרומי,4,גבעתי,ראשון,1
מחוז דרומי,4,גן יבנה,חמישי,1
מחוז דרומי,4,גן יבנה,שני,1
מחוז דרומי,4,גן יבנה,שישי,1
מחוז דרומי,4,דימונה,חמישי,5
מחוז דרומי,4,דימונה,רביעי,2
מחוז דרומי,4,דימונה,שלישי,5
מחוז דרומי,4,דימונה,שני,4
מחוז דרומי,4,דימונה,ראשון,1
מחוז דרומי,4,דימונה,שבת,3
מחוז דרומי,4,דימונה,שישי,3
מחוז דרומי,4,זבדיאל,שלישי,1
מחוז דרומי,4,יושיביה,ראשון,1
מחוז דרומי,4,יכיני,שישי,1
מחוז דרומי,4,ירוחם,רביעי,3
מחוז דרומי,4,ירוחם,שלישי,1
מחוז דרומי,4,ירוחם,שני,1
מחוז דרומי,4,ירוחם,ראשון,1
מחוז דרומי,4,ירוחם,שישי,1
מחוז דרומי,4,כפר הרי''ף,שני,1
מחוז דרומי,4,לא ידוע,שני,2
מחוז דרומי,4,לא ידוע,ראשון,1
מחוז דרומי,4,להבים,חמישי,1
מחוז דרומי,4,לקיה,שלישי,1
מחוז דרומי,4,לקיה,שני,1
מחוז דרומי,4,לקיה,ראשון,1
מחוז דרומי,4,לקיה,שישי,1
מחוז דרומי,4,מיתר,שני,1
מחוז דרומי,4,מנוחה,שני,1
מחוז דרומי,4,מסלול,שבת,1
מחוז דרומי,4,מצפה רמון,שני,1
מחוז דרומי,4,מצפה רמון,שבת,1
מחוז דרומי,4,נבטים,רביעי,1
מחוז דרומי,4,נווה מבטח,רביעי,1
מחוז דרומי,4,נחלה,חמישי,1
מחוז דרומי,4,ניצן,ראשון,1
מחוז דרומי,4,נתיב העשרה,שלישי,1
מחוז דרומי,4,נתיבות,חמישי,7
מחוז דרומי,4,נתיבות,רביעי,2
מחוז דרומי,4,נתיבות,שלישי,2
מחוז דרומי,4,נתיבות,שני,2
מחוז דרומי,4,נתיבות,ראשון,1
מחוז דרומי,4,נתיבות,שבת,5
מחוז דרומי,4,נתיבות,שישי,6
מחוז דרומי,4,סגולה,שלישי,1
מחוז דרומי,4,סגולה,שישי,1
מחוז דרומי,4,עומר,רביעי,1
מחוז דרומי,4,ערד,רביעי,3
מחוז דרומי,4,ערד,שבת,1
מחוז דרומי,4,ערד,שישי,1
מחוז דרומי,4,ערוגות,שבת,1
מחוז דרומי,4,ערערה בנגב,רביעי,1
מחוז דרומי,4,ערערה בנגב,ראשון,1
מחוז דרומי,4,פעמי תש''ז,רביעי,1
מחוז דרומי,4,קרית גת,חמישי,2
מחוז דרומי,4,קרית גת,רביעי,5
מחוז דרומי,4,קרית גת,שלישי,3
מחוז דרומי,4,קרית גת,שני,3
מחוז דרומי,4,קרית גת,ראשון,2
מחוז דרומי,4,קרית גת,שבת,2
מחוז דרומי,4,קרית גת,שישי,4
מחוז דרומי,4,קרית מלאכי,חמישי,2
מחוז דרומי,4,קרית מלאכי,רביעי,1
מחוז דרומי,4,קרית מלאכי,שלישי,4
מחוז דרומי,4,קרית מלאכי,שני,5
מחוז דרומי,4,קרית מלאכי,ראשון,5
מחוז דרומי,4,קרית מלאכי,שבת,1
מחוז דרומי,4,קרית מלאכי,שישי,3
מחוז דרומי,4,רהט,חמישי,2
מחוז דרומי,4,רהט,שלישי,2
מחוז דרומי,4,שדרות,חמישי,2
מחוז דרומי,4,שדרות,רביעי,4
מחוז דרומי,4,שדרות,שלישי,1
מחוז דרומי,4,שדרות,שני,4
מחוז דרומי,4,שדרות,ראשון,1
מחוז דרומי,4,שדרות,שבת,2
מחוז דרומי,4,שתולים,חמישי,1
מחוז דרומי,4,שתולים,רביעי,1
מחוז דרומי,4,שתולים,ראשון,1
מחוז דרומי,4,שתולים,שישי,1
מחוז דרומי,4,תל שבע,חמישי,1
מחוז דרומי,4,תל שבע,שלישי,1
מחוז דרומי,4,תל שבע,שני,1
מחוז דרומי,4,תל שבע,שישי,1
מחוז דרומי,4,תלמי יוסף,ראשון,1
מחוז דרומי,4,Total,,480
מחוז דרומי,Total,,,647
"סה""כ",,,,"5,665"
